npy_path,speaker,video_id,transcript
processed_grid_data/s18_lgby5p.npy,s18,lgby5p,lay green by y five please
processed_grid_data/s18_lgby6a.npy,s18,lgby6a,lay green by y six again
processed_grid_data/s18_lgid3n.npy,s18,lgid3n,lay green in d three now
processed_grid_data/s18_lgid4s.npy,s18,lgid4s,lay green in d four soon
processed_grid_data/s18_lgid5p.npy,s18,lgid5p,lay green in d five please
processed_grid_data/s18_lgid6a.npy,s18,lgid6a,lay green in d six again
processed_grid_data/s18_lgij7n.npy,s18,lgij7n,lay green in j seven now
processed_grid_data/s18_lgij8s.npy,s18,lgij8s,lay green in j eight soon
processed_grid_data/s18_lgij9p.npy,s18,lgij9p,lay green in j nine please
processed_grid_data/s18_lgikza.npy,s18,lgikza,lay green in k zero again
processed_grid_data/s18_lgiq1n.npy,s18,lgiq1n,lay green in q one now
processed_grid_data/s18_lgiq2s.npy,s18,lgiq2s,lay green in q two soon
processed_grid_data/s18_lgiq3p.npy,s18,lgiq3p,lay green in q three please
processed_grid_data/s18_lgiq4a.npy,s18,lgiq4a,lay green in q four again
processed_grid_data/s18_lgix5n.npy,s18,lgix5n,lay green in x five now
processed_grid_data/s18_lgix6s.npy,s18,lgix6s,lay green in x six soon
processed_grid_data/s18_lgix7p.npy,s18,lgix7p,lay green in x seven please
processed_grid_data/s18_lgix8a.npy,s18,lgix8a,lay green in x eight again
processed_grid_data/s18_lgwe5n.npy,s18,lgwe5n,lay green with e five now
processed_grid_data/s18_lgwe6s.npy,s18,lgwe6s,lay green with e six soon
processed_grid_data/s18_lgwe7p.npy,s18,lgwe7p,lay green with e seven please
processed_grid_data/s18_lgwe8a.npy,s18,lgwe8a,lay green with e eight again
processed_grid_data/s18_lgwk9n.npy,s18,lgwk9n,lay green with k nine now
processed_grid_data/s18_lgwl1p.npy,s18,lgwl1p,lay green with l one please
processed_grid_data/s18_lgwl2a.npy,s18,lgwl2a,lay green with l two again
processed_grid_data/s18_lgwlzs.npy,s18,lgwlzs,lay green with l zero soon
processed_grid_data/s18_lgwr3n.npy,s18,lgwr3n,lay green with r three now
processed_grid_data/s18_lgwr4s.npy,s18,lgwr4s,lay green with r four soon
processed_grid_data/s18_lgwr5p.npy,s18,lgwr5p,lay green with r five please
processed_grid_data/s18_lgwr6a.npy,s18,lgwr6a,lay green with r six again
processed_grid_data/s18_lgwy7n.npy,s18,lgwy7n,lay green with y seven now
processed_grid_data/s18_lgwy8s.npy,s18,lgwy8s,lay green with y eight soon
processed_grid_data/s18_lgwy9p.npy,s18,lgwy9p,lay green with y nine please
processed_grid_data/s18_lgwzza.npy,s18,lgwzza,lay green with z zero again
processed_grid_data/s18_lrac5n.npy,s18,lrac5n,lay red at c five now
processed_grid_data/s18_lrac6s.npy,s18,lrac6s,lay red at c six soon
processed_grid_data/s18_lrac7p.npy,s18,lrac7p,lay red at c seven please
processed_grid_data/s18_lrac8a.npy,s18,lrac8a,lay red at c eight again
processed_grid_data/s18_lrai9n.npy,s18,lrai9n,lay red at i nine now
processed_grid_data/s18_lraj1p.npy,s18,lraj1p,lay red at j one please
processed_grid_data/s18_lraj2a.npy,s18,lraj2a,lay red at j two again
processed_grid_data/s18_lrajzs.npy,s18,lrajzs,lay red at j zero soon
processed_grid_data/s18_lrap3n.npy,s18,lrap3n,lay red at p three now
processed_grid_data/s18_lrap4s.npy,s18,lrap4s,lay red at p four soon
processed_grid_data/s18_lrap5p.npy,s18,lrap5p,lay red at p five please
processed_grid_data/s18_lrap6a.npy,s18,lrap6a,lay red at p six again
processed_grid_data/s18_lrav7n.npy,s18,lrav7n,lay red at v seven now
processed_grid_data/s18_lrav8s.npy,s18,lrav8s,lay red at v eight soon
processed_grid_data/s18_lrav9p.npy,s18,lrav9p,lay red at v nine please
processed_grid_data/s18_lraxza.npy,s18,lraxza,lay red at x zero again
processed_grid_data/s18_lrbc9n.npy,s18,lrbc9n,lay red by c nine now
processed_grid_data/s18_lrbd1p.npy,s18,lrbd1p,lay red by d one please
processed_grid_data/s18_lrbd2a.npy,s18,lrbd2a,lay red by d two again
processed_grid_data/s18_lrbdzs.npy,s18,lrbdzs,lay red by d zero soon
processed_grid_data/s18_lrbj3n.npy,s18,lrbj3n,lay red by j three now
processed_grid_data/s18_lrbj4s.npy,s18,lrbj4s,lay red by j four soon
processed_grid_data/s18_lrbj5p.npy,s18,lrbj5p,lay red by j five please
processed_grid_data/s18_lrbj6a.npy,s18,lrbj6a,lay red by j six again
processed_grid_data/s18_lrbp7n.npy,s18,lrbp7n,lay red by p seven now
processed_grid_data/s18_lrbp8s.npy,s18,lrbp8s,lay red by p eight soon
processed_grid_data/s18_lrbp9p.npy,s18,lrbp9p,lay red by p nine please
processed_grid_data/s18_lrbqza.npy,s18,lrbqza,lay red by q zero again
processed_grid_data/s18_lrbx1n.npy,s18,lrbx1n,lay red by x one now
processed_grid_data/s18_lrbx2s.npy,s18,lrbx2s,lay red by x two soon
processed_grid_data/s18_lrbx3p.npy,s18,lrbx3p,lay red by x three please
processed_grid_data/s18_lrbx4a.npy,s18,lrbx4a,lay red by x four again
processed_grid_data/s18_lric1n.npy,s18,lric1n,lay red in c one now
processed_grid_data/s18_lric2s.npy,s18,lric2s,lay red in c two soon
processed_grid_data/s18_lric3p.npy,s18,lric3p,lay red in c three please
processed_grid_data/s18_lric4a.npy,s18,lric4a,lay red in c four again
processed_grid_data/s18_lrii5n.npy,s18,lrii5n,lay red in i five now
processed_grid_data/s18_lrii6s.npy,s18,lrii6s,lay red in i six soon
processed_grid_data/s18_lrii7p.npy,s18,lrii7p,lay red in i seven please
processed_grid_data/s18_lrii8a.npy,s18,lrii8a,lay red in i eight again
processed_grid_data/s18_lrio9n.npy,s18,lrio9n,lay red in o nine now
processed_grid_data/s18_lrip1p.npy,s18,lrip1p,lay red in p one please
processed_grid_data/s18_lrip2a.npy,s18,lrip2a,lay red in p two again
processed_grid_data/s18_lripzs.npy,s18,lripzs,lay red in p zero soon
processed_grid_data/s18_lriv3n.npy,s18,lriv3n,lay red in v three now
processed_grid_data/s18_lriv4s.npy,s18,lriv4s,lay red in v four soon
processed_grid_data/s18_lriv5p.npy,s18,lriv5p,lay red in v five please
processed_grid_data/s18_lriv6a.npy,s18,lriv6a,lay red in v six again
processed_grid_data/s18_lrwd3n.npy,s18,lrwd3n,lay red with d three now
processed_grid_data/s18_lrwd4s.npy,s18,lrwd4s,lay red with d four soon
processed_grid_data/s18_lrwd5p.npy,s18,lrwd5p,lay red with d five please
processed_grid_data/s18_lrwd6a.npy,s18,lrwd6a,lay red with d six again
processed_grid_data/s18_lrwj7n.npy,s18,lrwj7n,lay red with j seven now
processed_grid_data/s18_lrwj8s.npy,s18,lrwj8s,lay red with j eight soon
processed_grid_data/s18_lrwj9p.npy,s18,lrwj9p,lay red with j nine please
processed_grid_data/s18_lrwkza.npy,s18,lrwkza,lay red with k zero again
processed_grid_data/s18_lrwq1n.npy,s18,lrwq1n,lay red with q one now
processed_grid_data/s18_lrwq2s.npy,s18,lrwq2s,lay red with q two soon
processed_grid_data/s18_lrwq3p.npy,s18,lrwq3p,lay red with q three please
processed_grid_data/s18_lrwq4a.npy,s18,lrwq4a,lay red with q four again
processed_grid_data/s18_lrwx5n.npy,s18,lrwx5n,lay red with x five now
processed_grid_data/s18_lrwx6s.npy,s18,lrwx6s,lay red with x six soon
processed_grid_data/s18_lrwx7p.npy,s18,lrwx7p,lay red with x seven please
processed_grid_data/s18_lrwx8a.npy,s18,lrwx8a,lay red with x eight again
processed_grid_data/s18_lwad1n.npy,s18,lwad1n,lay white at d one now
processed_grid_data/s18_lwad2s.npy,s18,lwad2s,lay white at d two soon
processed_grid_data/s18_lwad3p.npy,s18,lwad3p,lay white at d three please
processed_grid_data/s18_lwad4a.npy,s18,lwad4a,lay white at d four again
processed_grid_data/s18_lwaj5n.npy,s18,lwaj5n,lay white at j five now
processed_grid_data/s18_lwaj6s.npy,s18,lwaj6s,lay white at j six soon
processed_grid_data/s18_lwaj7p.npy,s18,lwaj7p,lay white at j seven please
processed_grid_data/s18_lwaj8a.npy,s18,lwaj8a,lay white at j eight again
processed_grid_data/s18_lwap9n.npy,s18,lwap9n,lay white at p nine now
processed_grid_data/s18_lwaq1p.npy,s18,lwaq1p,lay white at q one please
processed_grid_data/s18_lwaq2a.npy,s18,lwaq2a,lay white at q two again
processed_grid_data/s18_lwaqzs.npy,s18,lwaqzs,lay white at q zero soon
processed_grid_data/s18_lwax3n.npy,s18,lwax3n,lay white at x three now
processed_grid_data/s18_lwax4s.npy,s18,lwax4s,lay white at x four soon
processed_grid_data/s18_lwax5p.npy,s18,lwax5p,lay white at x five please
processed_grid_data/s18_lwax6a.npy,s18,lwax6a,lay white at x six again
processed_grid_data/s18_lwbd5n.npy,s18,lwbd5n,lay white by d five now
processed_grid_data/s18_lwbd6s.npy,s18,lwbd6s,lay white by d six soon
processed_grid_data/s18_lwbd7p.npy,s18,lwbd7p,lay white by d seven please
processed_grid_data/s18_lwbd8a.npy,s18,lwbd8a,lay white by d eight again
processed_grid_data/s18_lwbj9n.npy,s18,lwbj9n,lay white by j nine now
processed_grid_data/s18_lwbk1p.npy,s18,lwbk1p,lay white by k one please
processed_grid_data/s18_lwbk2a.npy,s18,lwbk2a,lay white by k two again
processed_grid_data/s18_lwbkzs.npy,s18,lwbkzs,lay white by k zero soon
processed_grid_data/s18_lwbq3n.npy,s18,lwbq3n,lay white by q three now
processed_grid_data/s18_lwbq4s.npy,s18,lwbq4s,lay white by q four soon
processed_grid_data/s18_lwbq5p.npy,s18,lwbq5p,lay white by q five please
processed_grid_data/s18_lwbq6a.npy,s18,lwbq6a,lay white by q six again
processed_grid_data/s18_lwbx7n.npy,s18,lwbx7n,lay white by x seven now
processed_grid_data/s18_lwbx8s.npy,s18,lwbx8s,lay white by x eight soon
processed_grid_data/s18_lwbx9p.npy,s18,lwbx9p,lay white by x nine please
processed_grid_data/s18_lwbyza.npy,s18,lwbyza,lay white by y zero again
processed_grid_data/s18_lwic7n.npy,s18,lwic7n,lay white in c seven now
processed_grid_data/s18_lwic8s.npy,s18,lwic8s,lay white in c eight soon
processed_grid_data/s18_lwic9p.npy,s18,lwic9p,lay white in c nine please
processed_grid_data/s18_lwidza.npy,s18,lwidza,lay white in d zero again
processed_grid_data/s18_lwij1n.npy,s18,lwij1n,lay white in j one now
processed_grid_data/s18_lwij2s.npy,s18,lwij2s,lay white in j two soon
processed_grid_data/s18_lwij3p.npy,s18,lwij3p,lay white in j three please
processed_grid_data/s18_lwij4a.npy,s18,lwij4a,lay white in j four again
processed_grid_data/s18_lwip5n.npy,s18,lwip5n,lay white in p five now
processed_grid_data/s18_lwip6s.npy,s18,lwip6s,lay white in p six soon
processed_grid_data/s18_lwip7p.npy,s18,lwip7p,lay white in p seven please
processed_grid_data/s18_lwip8a.npy,s18,lwip8a,lay white in p eight again
processed_grid_data/s18_lwiv9n.npy,s18,lwiv9n,lay white in v nine now
processed_grid_data/s18_lwix1p.npy,s18,lwix1p,lay white in x one please
processed_grid_data/s18_lwix2a.npy,s18,lwix2a,lay white in x two again
processed_grid_data/s18_lwixzs.npy,s18,lwixzs,lay white in x zero soon
processed_grid_data/s18_lwwd9n.npy,s18,lwwd9n,lay white with d nine now
processed_grid_data/s18_lwwe1p.npy,s18,lwwe1p,lay white with e one please
processed_grid_data/s18_lwwe2a.npy,s18,lwwe2a,lay white with e two again
processed_grid_data/s18_lwwezs.npy,s18,lwwezs,lay white with e zero soon
processed_grid_data/s18_lwwk3n.npy,s18,lwwk3n,lay white with k three now
processed_grid_data/s18_lwwk4s.npy,s18,lwwk4s,lay white with k four soon
processed_grid_data/s18_lwwk5p.npy,s18,lwwk5p,lay white with k five please
processed_grid_data/s18_lwwk6a.npy,s18,lwwk6a,lay white with k six again
processed_grid_data/s18_lwwq7n.npy,s18,lwwq7n,lay white with q seven now
processed_grid_data/s18_lwwq8s.npy,s18,lwwq8s,lay white with q eight soon
processed_grid_data/s18_lwwq9p.npy,s18,lwwq9p,lay white with q nine please
processed_grid_data/s18_lwwrza.npy,s18,lwwrza,lay white with r zero again
processed_grid_data/s18_lwwy1n.npy,s18,lwwy1n,lay white with y one now
processed_grid_data/s18_lwwy2s.npy,s18,lwwy2s,lay white with y two soon
processed_grid_data/s18_lwwy3p.npy,s18,lwwy3p,lay white with y three please
processed_grid_data/s18_lwwy4a.npy,s18,lwwy4a,lay white with y four again
processed_grid_data/s18_pbaa3n.npy,s18,pbaa3n,place blue at a three now
processed_grid_data/s18_pbaa4s.npy,s18,pbaa4s,place blue at a four soon
processed_grid_data/s18_pbaa5p.npy,s18,pbaa5p,place blue at a five please
processed_grid_data/s18_pbaa6a.npy,s18,pbaa6a,place blue at a six again
processed_grid_data/s18_pbag7n.npy,s18,pbag7n,place blue at g seven now
processed_grid_data/s18_pbag8s.npy,s18,pbag8s,place blue at g eight soon
processed_grid_data/s18_pbag9p.npy,s18,pbag9p,place blue at g nine please
processed_grid_data/s18_pbahza.npy,s18,pbahza,place blue at h zero again
processed_grid_data/s18_pban1n.npy,s18,pban1n,place blue at n one now
processed_grid_data/s18_pban2s.npy,s18,pban2s,place blue at n two soon
processed_grid_data/s18_pban3p.npy,s18,pban3p,place blue at n three please
processed_grid_data/s18_pban4a.npy,s18,pban4a,place blue at n four again
processed_grid_data/s18_pbat5n.npy,s18,pbat5n,place blue at t five now
processed_grid_data/s18_pbat6s.npy,s18,pbat6s,place blue at t six soon
processed_grid_data/s18_pbat7p.npy,s18,pbat7p,place blue at t seven please
processed_grid_data/s18_pbat8a.npy,s18,pbat8a,place blue at t eight again
processed_grid_data/s18_pbba7n.npy,s18,pbba7n,place blue by a seven now
processed_grid_data/s18_pbba8s.npy,s18,pbba8s,place blue by a eight soon
processed_grid_data/s18_pbba9p.npy,s18,pbba9p,place blue by a nine please
processed_grid_data/s18_pbbbza.npy,s18,pbbbza,place blue by b zero again
processed_grid_data/s18_pbbh1n.npy,s18,pbbh1n,place blue by h one now
processed_grid_data/s18_pbbh2s.npy,s18,pbbh2s,place blue by h two soon
processed_grid_data/s18_pbbh3p.npy,s18,pbbh3p,place blue by h three please
processed_grid_data/s18_pbbh4a.npy,s18,pbbh4a,place blue by h four again
processed_grid_data/s18_pbbn5n.npy,s18,pbbn5n,place blue by n five now
processed_grid_data/s18_pbbn6s.npy,s18,pbbn6s,place blue by n six soon
processed_grid_data/s18_pbbn7p.npy,s18,pbbn7p,place blue by n seven please
processed_grid_data/s18_pbbn8a.npy,s18,pbbn8a,place blue by n eight again
processed_grid_data/s18_pbbt9n.npy,s18,pbbt9n,place blue by t nine now
processed_grid_data/s18_pbbu1p.npy,s18,pbbu1p,place blue by u one please
processed_grid_data/s18_pbbu2a.npy,s18,pbbu2a,place blue by u two again
processed_grid_data/s18_pbbuzs.npy,s18,pbbuzs,place blue by u zero soon
processed_grid_data/s18_pbia1p.npy,s18,pbia1p,place blue in a one please
processed_grid_data/s18_pbia2a.npy,s18,pbia2a,place blue in a two again
processed_grid_data/s18_pbiazs.npy,s18,pbiazs,place blue in a zero soon
processed_grid_data/s18_pbig3n.npy,s18,pbig3n,place blue in g three now
processed_grid_data/s18_pbig4s.npy,s18,pbig4s,place blue in g four soon
processed_grid_data/s18_pbig5p.npy,s18,pbig5p,place blue in g five please
processed_grid_data/s18_pbig6a.npy,s18,pbig6a,place blue in g six again
processed_grid_data/s18_pbim7n.npy,s18,pbim7n,place blue in m seven now
processed_grid_data/s18_pbim8s.npy,s18,pbim8s,place blue in m eight soon
processed_grid_data/s18_pbim9p.npy,s18,pbim9p,place blue in m nine please
processed_grid_data/s18_pbinza.npy,s18,pbinza,place blue in n zero again
processed_grid_data/s18_pbit1n.npy,s18,pbit1n,place blue in t one now
processed_grid_data/s18_pbit2s.npy,s18,pbit2s,place blue in t two soon
processed_grid_data/s18_pbit3p.npy,s18,pbit3p,place blue in t three please
processed_grid_data/s18_pbit4a.npy,s18,pbit4a,place blue in t four again
processed_grid_data/s18_pbwb1n.npy,s18,pbwb1n,place blue with b one now
processed_grid_data/s18_pbwb2s.npy,s18,pbwb2s,place blue with b two soon
processed_grid_data/s18_pbwb3p.npy,s18,pbwb3p,place blue with b three please
processed_grid_data/s18_pbwb4a.npy,s18,pbwb4a,place blue with b four again
processed_grid_data/s18_pbwh5n.npy,s18,pbwh5n,place blue with h five now
processed_grid_data/s18_pbwh6s.npy,s18,pbwh6s,place blue with h six soon
processed_grid_data/s18_pbwh7p.npy,s18,pbwh7p,place blue with h seven please
processed_grid_data/s18_pbwh8a.npy,s18,pbwh8a,place blue with h eight again
processed_grid_data/s18_pbwn9n.npy,s18,pbwn9n,place blue with n nine now
processed_grid_data/s18_pbwo1p.npy,s18,pbwo1p,place blue with o one please
processed_grid_data/s18_pbwo2a.npy,s18,pbwo2a,place blue with o two again
processed_grid_data/s18_pbwozs.npy,s18,pbwozs,place blue with o zero soon
processed_grid_data/s18_pbwu3n.npy,s18,pbwu3n,place blue with u three now
processed_grid_data/s18_pbwu4s.npy,s18,pbwu4s,place blue with u four soon
processed_grid_data/s18_pbwu5p.npy,s18,pbwu5p,place blue with u five please
processed_grid_data/s18_pbwu6a.npy,s18,pbwu6a,place blue with u six again
processed_grid_data/s18_pgac1n.npy,s18,pgac1n,place green at c one now
processed_grid_data/s18_pgac2s.npy,s18,pgac2s,place green at c two soon
processed_grid_data/s18_pgac3p.npy,s18,pgac3p,place green at c three please
processed_grid_data/s18_pgac4a.npy,s18,pgac4a,place green at c four again
processed_grid_data/s18_pgai5n.npy,s18,pgai5n,place green at i five now
processed_grid_data/s18_pgai6s.npy,s18,pgai6s,place green at i six soon
processed_grid_data/s18_pgai7p.npy,s18,pgai7p,place green at i seven please
processed_grid_data/s18_pgai8a.npy,s18,pgai8a,place green at i eight again
processed_grid_data/s18_pgao9n.npy,s18,pgao9n,place green at o nine now
processed_grid_data/s18_pgap1p.npy,s18,pgap1p,place green at p one please
processed_grid_data/s18_pgap2a.npy,s18,pgap2a,place green at p two again
processed_grid_data/s18_pgapzs.npy,s18,pgapzs,place green at p zero soon
processed_grid_data/s18_pgav3n.npy,s18,pgav3n,place green at v three now
processed_grid_data/s18_pgav4s.npy,s18,pgav4s,place green at v four soon
processed_grid_data/s18_pgav5p.npy,s18,pgav5p,place green at v five please
processed_grid_data/s18_pgav6a.npy,s18,pgav6a,place green at v six again
processed_grid_data/s18_pgbc5n.npy,s18,pgbc5n,place green by c five now
processed_grid_data/s18_pgbc6s.npy,s18,pgbc6s,place green by c six soon
processed_grid_data/s18_pgbc7p.npy,s18,pgbc7p,place green by c seven please
processed_grid_data/s18_pgbc8a.npy,s18,pgbc8a,place green by c eight again
processed_grid_data/s18_pgbi9n.npy,s18,pgbi9n,place green by i nine now
processed_grid_data/s18_pgbj1p.npy,s18,pgbj1p,place green by j one please
processed_grid_data/s18_pgbj2a.npy,s18,pgbj2a,place green by j two again
processed_grid_data/s18_pgbjzs.npy,s18,pgbjzs,place green by j zero soon
processed_grid_data/s18_pgbp3n.npy,s18,pgbp3n,place green by p three now
processed_grid_data/s18_pgbp4s.npy,s18,pgbp4s,place green by p four soon
processed_grid_data/s18_pgbp5p.npy,s18,pgbp5p,place green by p five please
processed_grid_data/s18_pgbp6a.npy,s18,pgbp6a,place green by p six again
processed_grid_data/s18_pgbv7n.npy,s18,pgbv7n,place green by v seven now
processed_grid_data/s18_pgbv8s.npy,s18,pgbv8s,place green by v eight soon
processed_grid_data/s18_pgbv9p.npy,s18,pgbv9p,place green by v nine please
processed_grid_data/s18_pgbxza.npy,s18,pgbxza,place green by x zero again
processed_grid_data/s18_pgib7n.npy,s18,pgib7n,place green in b seven now
processed_grid_data/s18_pgib8s.npy,s18,pgib8s,place green in b eight soon
processed_grid_data/s18_pgib9p.npy,s18,pgib9p,place green in b nine please
processed_grid_data/s18_pgicza.npy,s18,pgicza,place green in c zero again
processed_grid_data/s18_pgii1n.npy,s18,pgii1n,place green in i one now
processed_grid_data/s18_pgii2s.npy,s18,pgii2s,place green in i two soon
processed_grid_data/s18_pgii3p.npy,s18,pgii3p,place green in i three please
processed_grid_data/s18_pgii4a.npy,s18,pgii4a,place green in i four again
processed_grid_data/s18_pgio5n.npy,s18,pgio5n,place green in o five now
processed_grid_data/s18_pgio6s.npy,s18,pgio6s,place green in o six soon
processed_grid_data/s18_pgio7p.npy,s18,pgio7p,place green in o seven please
processed_grid_data/s18_pgio8a.npy,s18,pgio8a,place green in o eight again
processed_grid_data/s18_pgiu9n.npy,s18,pgiu9n,place green in u nine now
processed_grid_data/s18_pgiv1p.npy,s18,pgiv1p,place green in v one please
processed_grid_data/s18_pgiv2a.npy,s18,pgiv2a,place green in v two again
processed_grid_data/s18_pgivzs.npy,s18,pgivzs,place green in v zero soon
processed_grid_data/s18_pgwc9n.npy,s18,pgwc9n,place green with c nine now
processed_grid_data/s18_pgwd1p.npy,s18,pgwd1p,place green with d one please
processed_grid_data/s18_pgwd2a.npy,s18,pgwd2a,place green with d two again
processed_grid_data/s18_pgwdzs.npy,s18,pgwdzs,place green with d zero soon
processed_grid_data/s18_pgwj3n.npy,s18,pgwj3n,place green with j three now
processed_grid_data/s18_pgwj4s.npy,s18,pgwj4s,place green with j four soon
processed_grid_data/s18_pgwj5p.npy,s18,pgwj5p,place green with j five please
processed_grid_data/s18_pgwj6a.npy,s18,pgwj6a,place green with j six again
processed_grid_data/s18_pgwp7n.npy,s18,pgwp7n,place green with p seven now
processed_grid_data/s18_pgwp8s.npy,s18,pgwp8s,place green with p eight soon
processed_grid_data/s18_pgwp9p.npy,s18,pgwp9p,place green with p nine please
processed_grid_data/s18_pgwqza.npy,s18,pgwqza,place green with q zero again
processed_grid_data/s18_pgwx1n.npy,s18,pgwx1n,place green with x one now
processed_grid_data/s18_pgwx2s.npy,s18,pgwx2s,place green with x two soon
processed_grid_data/s18_pgwx3p.npy,s18,pgwx3p,place green with x three please
processed_grid_data/s18_pgwx4a.npy,s18,pgwx4a,place green with x four again
processed_grid_data/s18_praa9n.npy,s18,praa9n,place red at a nine now
processed_grid_data/s18_prab1p.npy,s18,prab1p,place red at b one please
processed_grid_data/s18_prab2a.npy,s18,prab2a,place red at b two again
processed_grid_data/s18_prabzs.npy,s18,prabzs,place red at b zero soon
processed_grid_data/s18_prah3n.npy,s18,prah3n,place red at h three now
processed_grid_data/s18_prah4s.npy,s18,prah4s,place red at h four soon
processed_grid_data/s18_prah5p.npy,s18,prah5p,place red at h five please
processed_grid_data/s18_prah6a.npy,s18,prah6a,place red at h six again
processed_grid_data/s18_pran7n.npy,s18,pran7n,place red at n seven now
processed_grid_data/s18_pran8s.npy,s18,pran8s,place red at n eight soon
processed_grid_data/s18_pran9p.npy,s18,pran9p,place red at n nine please
processed_grid_data/s18_praoza.npy,s18,praoza,place red at o zero again
processed_grid_data/s18_prau1n.npy,s18,prau1n,place red at u one now
processed_grid_data/s18_prau2s.npy,s18,prau2s,place red at u two soon
processed_grid_data/s18_prau3p.npy,s18,prau3p,place red at u three please
processed_grid_data/s18_prau4a.npy,s18,prau4a,place red at u four again
processed_grid_data/s18_prbb3n.npy,s18,prbb3n,place red by b three now
processed_grid_data/s18_prbb4s.npy,s18,prbb4s,place red by b four soon
processed_grid_data/s18_prbb5p.npy,s18,prbb5p,place red by b five please
processed_grid_data/s18_prbb6a.npy,s18,prbb6a,place red by b six again
processed_grid_data/s18_prbh7n.npy,s18,prbh7n,place red by h seven now
processed_grid_data/s18_prbh8s.npy,s18,prbh8s,place red by h eight soon
processed_grid_data/s18_prbh9p.npy,s18,prbh9p,place red by h nine please
processed_grid_data/s18_prbiza.npy,s18,prbiza,place red by i zero again
processed_grid_data/s18_prbo1n.npy,s18,prbo1n,place red by o one now
processed_grid_data/s18_prbo2s.npy,s18,prbo2s,place red by o two soon
processed_grid_data/s18_prbo3p.npy,s18,prbo3p,place red by o three please
processed_grid_data/s18_prbo4a.npy,s18,prbo4a,place red by o four again
processed_grid_data/s18_prbu5n.npy,s18,prbu5n,place red by u five now
processed_grid_data/s18_prbu6s.npy,s18,prbu6s,place red by u six soon
processed_grid_data/s18_prbu7p.npy,s18,prbu7p,place red by u seven please
processed_grid_data/s18_prbu8a.npy,s18,prbu8a,place red by u eight again
processed_grid_data/s18_pria5n.npy,s18,pria5n,place red in a five now
processed_grid_data/s18_pria6s.npy,s18,pria6s,place red in a six soon
processed_grid_data/s18_pria7p.npy,s18,pria7p,place red in a seven please
processed_grid_data/s18_pria8a.npy,s18,pria8a,place red in a eight again
processed_grid_data/s18_prig9n.npy,s18,prig9n,place red in g nine now
processed_grid_data/s18_prih1p.npy,s18,prih1p,place red in h one please
processed_grid_data/s18_prih2a.npy,s18,prih2a,place red in h two again
processed_grid_data/s18_prihzs.npy,s18,prihzs,place red in h zero soon
processed_grid_data/s18_prin3n.npy,s18,prin3n,place red in n three now
processed_grid_data/s18_prin4s.npy,s18,prin4s,place red in n four soon
processed_grid_data/s18_prin5p.npy,s18,prin5p,place red in n five please
processed_grid_data/s18_prin6a.npy,s18,prin6a,place red in n six again
processed_grid_data/s18_prit7n.npy,s18,prit7n,place red in t seven now
processed_grid_data/s18_prit8s.npy,s18,prit8s,place red in t eight soon
processed_grid_data/s18_prit9p.npy,s18,prit9p,place red in t nine please
processed_grid_data/s18_priuza.npy,s18,priuza,place red in u zero again
processed_grid_data/s18_prwb7n.npy,s18,prwb7n,place red with b seven now
processed_grid_data/s18_prwb8s.npy,s18,prwb8s,place red with b eight soon
processed_grid_data/s18_prwb9p.npy,s18,prwb9p,place red with b nine please
processed_grid_data/s18_prwcza.npy,s18,prwcza,place red with c zero again
processed_grid_data/s18_prwi1n.npy,s18,prwi1n,place red with i one now
processed_grid_data/s18_prwi2s.npy,s18,prwi2s,place red with i two soon
processed_grid_data/s18_prwi3p.npy,s18,prwi3p,place red with i three please
processed_grid_data/s18_prwi4a.npy,s18,prwi4a,place red with i four again
processed_grid_data/s18_prwo5n.npy,s18,prwo5n,place red with o five now
processed_grid_data/s18_prwo6s.npy,s18,prwo6s,place red with o six soon
processed_grid_data/s18_prwo7p.npy,s18,prwo7p,place red with o seven please
processed_grid_data/s18_prwo8a.npy,s18,prwo8a,place red with o eight again
processed_grid_data/s18_prwu9n.npy,s18,prwu9n,place red with u nine now
processed_grid_data/s18_prwv1p.npy,s18,prwv1p,place red with v one please
processed_grid_data/s18_prwv2a.npy,s18,prwv2a,place red with v two again
processed_grid_data/s18_prwvzs.npy,s18,prwvzs,place red with v zero soon
processed_grid_data/s18_pwab5n.npy,s18,pwab5n,place white at b five now
processed_grid_data/s18_pwab6s.npy,s18,pwab6s,place white at b six soon
processed_grid_data/s18_pwab7p.npy,s18,pwab7p,place white at b seven please
processed_grid_data/s18_pwab8a.npy,s18,pwab8a,place white at b eight again
processed_grid_data/s18_pwah9n.npy,s18,pwah9n,place white at h nine now
processed_grid_data/s18_pwai1p.npy,s18,pwai1p,place white at i one please
processed_grid_data/s18_pwai2a.npy,s18,pwai2a,place white at i two again
processed_grid_data/s18_pwaizs.npy,s18,pwaizs,place white at i zero soon
processed_grid_data/s18_pwao3n.npy,s18,pwao3n,place white at o three now
processed_grid_data/s18_pwao4s.npy,s18,pwao4s,place white at o four soon
processed_grid_data/s18_pwao5p.npy,s18,pwao5p,place white at o five please
processed_grid_data/s18_pwao6a.npy,s18,pwao6a,place white at o six again
processed_grid_data/s18_pwau7n.npy,s18,pwau7n,place white at u seven now
processed_grid_data/s18_pwau8s.npy,s18,pwau8s,place white at u eight soon
processed_grid_data/s18_pwau9p.npy,s18,pwau9p,place white at u nine please
processed_grid_data/s18_pwavza.npy,s18,pwavza,place white at v zero again
